ID,Item,FailureMode,Effect,Severity,Occurrence,Detection,RPN,ActionPriority,File,Line
FMEA-8385,benchmarkStarting,Incorrect return value in benchmarkStarting(),Incorrect system behaviour or safety-function failure originating in benchmarkStarting (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,91
FMEA-2400,TokenStream,Exception propagation in TokenStream(),Incorrect system behaviour or safety-function failure originating in TokenStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4265
FMEA-2401,loadBuffer,Incorrect return value in loadBuffer(),Incorrect system behaviour or safety-function failure originating in loadBuffer (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4270
FMEA-8382,benchmarkPreparing,Unhandled error in benchmarkPreparing(),Incorrect system behaviour or safety-function failure originating in benchmarkPreparing (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,90
FMEA-2352,Counts,Exception propagation in Counts(),Incorrect system behaviour or safety-function failure originating in Counts (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4100
FMEA-2402,loadBuffer,Unhandled error in loadBuffer(),Incorrect system behaviour or safety-function failure originating in loadBuffer (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4270
FMEA-8378,sectionEndedEarly,Unhandled error in sectionEndedEarly(),Incorrect system behaviour or safety-function failure originating in sectionEndedEarly (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,79
FMEA-8377,sectionEndedEarly,Incorrect return value in sectionEndedEarly(),Incorrect system behaviour or safety-function failure originating in sectionEndedEarly (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,79
FMEA-2405,TokenStream,Incorrect return value in TokenStream(),Incorrect system behaviour or safety-function failure originating in TokenStream (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4273
FMEA-2406,TokenStream,Unhandled error in TokenStream(),Incorrect system behaviour or safety-function failure originating in TokenStream (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4273
FMEA-8374,sectionEnded,Unhandled error in sectionEnded(),Incorrect system behaviour or safety-function failure originating in sectionEnded (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,78
FMEA-8373,sectionEnded,Incorrect return value in sectionEnded(),Incorrect system behaviour or safety-function failure originating in sectionEnded (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,78
FMEA-2409,count,Incorrect return value in count(),Incorrect system behaviour or safety-function failure originating in count (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4280
FMEA-8370,sectionStarted,Unhandled error in sectionStarted(),Incorrect system behaviour or safety-function failure originating in sectionStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,74
FMEA-8369,sectionStarted,Incorrect return value in sectionStarted(),Incorrect system behaviour or safety-function failure originating in sectionStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,74
FMEA-2410,count,Unhandled error in count(),Incorrect system behaviour or safety-function failure originating in count (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4280
FMEA-8366,notifyAssertionStarted,Unhandled error in notifyAssertionStarted(),Incorrect system behaviour or safety-function failure originating in notifyAssertionStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,73
FMEA-8365,notifyAssertionStarted,Incorrect return value in notifyAssertionStarted(),Incorrect system behaviour or safety-function failure originating in notifyAssertionStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,73
FMEA-2311,MessageInfo,Memory leak in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3929
FMEA-8547,ReporterSpec,Memory leak in ReporterSpec(),Incorrect system behaviour or safety-function failure originating in ReporterSpec (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_reporter_spec_parser.hpp,38
FMEA-8545,ReporterSpec,Incorrect initialisation in ReporterSpec(),Incorrect system behaviour or safety-function failure originating in ReporterSpec (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_reporter_spec_parser.hpp,38
FMEA-2301,readBazelEnvVars,Incorrect return value in readBazelEnvVars(),Incorrect system behaviour or safety-function failure originating in readBazelEnvVars (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3844
FMEA-2302,readBazelEnvVars,Unhandled error in readBazelEnvVars(),Incorrect system behaviour or safety-function failure originating in readBazelEnvVars (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3844
FMEA-8542,getRegistryHub,Unhandled error in getRegistryHub(),Incorrect system behaviour or safety-function failure originating in getRegistryHub (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.cpp,51
FMEA-8541,getRegistryHub,Incorrect return value in getRegistryHub(),Incorrect system behaviour or safety-function failure originating in getRegistryHub (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.cpp,51
FMEA-2305,StreamEndStop,Incorrect initialisation in StreamEndStop(),Incorrect system behaviour or safety-function failure originating in StreamEndStop (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3907
FMEA-8538,isColourImplAvailable,Unhandled error in isColourImplAvailable(),Incorrect system behaviour or safety-function failure originating in isColourImplAvailable (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,137
FMEA-8537,isColourImplAvailable,Incorrect return value in isColourImplAvailable(),Incorrect system behaviour or safety-function failure originating in isColourImplAvailable (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,137
FMEA-2307,StreamEndStop,Memory leak in StreamEndStop(),Incorrect system behaviour or safety-function failure originating in StreamEndStop (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3907
FMEA-2308,StreamEndStop,Exception propagation in StreamEndStop(),Incorrect system behaviour or safety-function failure originating in StreamEndStop (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3907
FMEA-8534,guardColour,Unhandled error in guardColour(),Incorrect system behaviour or safety-function failure originating in guardColour (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,126
FMEA-8533,guardColour,Incorrect return value in guardColour(),Incorrect system behaviour or safety-function failure originating in guardColour (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,126
FMEA-2309,MessageInfo,Incorrect initialisation in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3929
FMEA-8548,ReporterSpec,Exception propagation in ReporterSpec(),Incorrect system behaviour or safety-function failure originating in ReporterSpec (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_reporter_spec_parser.hpp,38
FMEA-8530,engageImpl,Unhandled error in engageImpl(),Incorrect system behaviour or safety-function failure originating in engageImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,115
FMEA-8529,engageImpl,Incorrect return value in engageImpl(),Incorrect system behaviour or safety-function failure originating in engageImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,115
FMEA-8528,ColourGuard,Exception propagation in ColourGuard(),Incorrect system behaviour or safety-function failure originating in ColourGuard (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,69
FMEA-8527,ColourGuard,Memory leak in ColourGuard(),Incorrect system behaviour or safety-function failure originating in ColourGuard (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,69
FMEA-2312,MessageInfo,Exception propagation in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3929
FMEA-8525,ColourGuard,Incorrect initialisation in ColourGuard(),Incorrect system behaviour or safety-function failure originating in ColourGuard (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,69
FMEA-8524,ColourImpl,Exception propagation in ColourImpl(),Incorrect system behaviour or safety-function failure originating in ColourImpl (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,60
FMEA-8523,ColourImpl,Memory leak in ColourImpl(),Incorrect system behaviour or safety-function failure originating in ColourImpl (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,60
FMEA-2313,MessageStream,Incorrect initialisation in MessageStream(),Incorrect system behaviour or safety-function failure originating in MessageStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3962
FMEA-8521,ColourImpl,Incorrect initialisation in ColourImpl(),Incorrect system behaviour or safety-function failure originating in ColourImpl (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,60
FMEA-8520,Colour,Exception propagation in Colour(),Incorrect system behaviour or safety-function failure originating in Colour (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,21
FMEA-8519,Colour,Memory leak in Colour(),Incorrect system behaviour or safety-function failure originating in Colour (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,21
FMEA-2315,MessageStream,Memory leak in MessageStream(),Incorrect system behaviour or safety-function failure originating in MessageStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3962
FMEA-8564,MessageInfo,Exception propagation in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_message_info.hpp,19
FMEA-2281,showInvisibles,Incorrect return value in showInvisibles(),Incorrect system behaviour or safety-function failure originating in showInvisibles (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3833
FMEA-8578,check_element_counts,Unhandled error in check_element_counts(),Incorrect system behaviour or safety-function failure originating in check_element_counts (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,132
FMEA-8577,check_element_counts,Incorrect return value in check_element_counts(),Incorrect system behaviour or safety-function failure originating in check_element_counts (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,132
FMEA-2282,showInvisibles,Unhandled error in showInvisibles(),Incorrect system behaviour or safety-function failure originating in showInvisibles (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3833
FMEA-8574,is_permutation,Unhandled error in is_permutation(),Incorrect system behaviour or safety-function failure originating in is_permutation (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,105
FMEA-8573,is_permutation,Incorrect return value in is_permutation(),Incorrect system behaviour or safety-function failure originating in is_permutation (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,105
FMEA-2285,verbosity,Incorrect return value in verbosity(),Incorrect system behaviour or safety-function failure originating in verbosity (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3834
FMEA-2286,verbosity,Unhandled error in verbosity(),Incorrect system behaviour or safety-function failure originating in verbosity (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3834
FMEA-8570,check_element_counts,Unhandled error in check_element_counts(),Incorrect system behaviour or safety-function failure originating in check_element_counts (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,71
FMEA-8569,check_element_counts,Incorrect return value in check_element_counts(),Incorrect system behaviour or safety-function failure originating in check_element_counts (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,71
FMEA-2289,skipBenchmarks,Incorrect return value in skipBenchmarks(),Incorrect system behaviour or safety-function failure originating in skipBenchmarks (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3835
FMEA-8566,find_sentinel,Unhandled error in find_sentinel(),Incorrect system behaviour or safety-function failure originating in find_sentinel (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,21
FMEA-8565,find_sentinel,Incorrect return value in find_sentinel(),Incorrect system behaviour or safety-function failure originating in find_sentinel (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_is_permutation.hpp,21
FMEA-8517,Colour,Incorrect initialisation in Colour(),Incorrect system behaviour or safety-function failure originating in Colour (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_console_colour.hpp,21
FMEA-8563,MessageInfo,Memory leak in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_message_info.hpp,19
FMEA-2290,skipBenchmarks,Unhandled error in skipBenchmarks(),Incorrect system behaviour or safety-function failure originating in skipBenchmarks (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3835
FMEA-8561,MessageInfo,Incorrect initialisation in MessageInfo(),Incorrect system behaviour or safety-function failure originating in MessageInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_message_info.hpp,19
FMEA-2293,benchmarkNoAnalysis,Incorrect return value in benchmarkNoAnalysis(),Incorrect system behaviour or safety-function failure originating in benchmarkNoAnalysis (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3836
FMEA-8558,main,Unhandled error in main(),Incorrect system behaviour or safety-function failure originating in main (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_main.cpp,29
FMEA-8557,main,Incorrect return value in main(),Incorrect system behaviour or safety-function failure originating in main (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_main.cpp,29
FMEA-2294,benchmarkNoAnalysis,Unhandled error in benchmarkNoAnalysis(),Incorrect system behaviour or safety-function failure originating in benchmarkNoAnalysis (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3836
FMEA-8554,Container,Unhandled error in Container(),Incorrect system behaviour or safety-function failure originating in Container (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_sharding.hpp,36
FMEA-8553,Container,Incorrect return value in Container(),Incorrect system behaviour or safety-function failure originating in Container (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_sharding.hpp,36
FMEA-2297,benchmarkConfidenceInterval,Incorrect return value in benchmarkConfidenceInterval(),Incorrect system behaviour or safety-function failure originating in benchmarkConfidenceInterval (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3838
FMEA-2298,benchmarkConfidenceInterval,Unhandled error in benchmarkConfidenceInterval(),Incorrect system behaviour or safety-function failure originating in benchmarkConfidenceInterval (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3838
FMEA-8550,createShard,Unhandled error in createShard(),Incorrect system behaviour or safety-function failure originating in createShard (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_sharding.hpp,18
FMEA-8549,createShard,Incorrect return value in createShard(),Incorrect system behaviour or safety-function failure originating in createShard (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_sharding.hpp,18
FMEA-2342,captureValues,Unhandled error in captureValues(),Incorrect system behaviour or safety-function failure originating in captureValues (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4014
FMEA-2335,Capturer,Memory leak in Capturer(),Incorrect system behaviour or safety-function failure originating in Capturer (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3999
FMEA-8485,StreamEndStop,Incorrect initialisation in StreamEndStop(),Incorrect system behaviour or safety-function failure originating in StreamEndStop (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_stream_end_stop.hpp,19
FMEA-2336,Capturer,Exception propagation in Capturer(),Incorrect system behaviour or safety-function failure originating in Capturer (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3999
FMEA-2337,captureValue,Incorrect return value in captureValue(),Incorrect system behaviour or safety-function failure originating in captureValue (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4011
FMEA-8482,shouldSuppressFailure,Unhandled error in shouldSuppressFailure(),Incorrect system behaviour or safety-function failure originating in shouldSuppressFailure (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,53
FMEA-8481,shouldSuppressFailure,Incorrect return value in shouldSuppressFailure(),Incorrect system behaviour or safety-function failure originating in shouldSuppressFailure (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,53
FMEA-2338,captureValue,Unhandled error in captureValue(),Incorrect system behaviour or safety-function failure originating in captureValue (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4011
FMEA-8478,shouldContinueOnFailure,Unhandled error in shouldContinueOnFailure(),Incorrect system behaviour or safety-function failure originating in shouldContinueOnFailure (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,51
FMEA-8477,shouldContinueOnFailure,Incorrect return value in shouldContinueOnFailure(),Incorrect system behaviour or safety-function failure originating in shouldContinueOnFailure (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,51
FMEA-8476,ResultDisposition,Exception propagation in ResultDisposition(),Incorrect system behaviour or safety-function failure originating in ResultDisposition (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,41
FMEA-8475,ResultDisposition,Memory leak in ResultDisposition(),Incorrect system behaviour or safety-function failure originating in ResultDisposition (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,41
FMEA-2341,captureValues,Incorrect return value in captureValues(),Incorrect system behaviour or safety-function failure originating in captureValues (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4014
FMEA-8473,ResultDisposition,Incorrect initialisation in ResultDisposition(),Incorrect system behaviour or safety-function failure originating in ResultDisposition (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,41
FMEA-8487,StreamEndStop,Memory leak in StreamEndStop(),Incorrect system behaviour or safety-function failure originating in StreamEndStop (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_stream_end_stop.hpp,19
FMEA-8470,isJustInfo,Unhandled error in isJustInfo(),Incorrect system behaviour or safety-function failure originating in isJustInfo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,37
FMEA-8469,isJustInfo,Incorrect return value in isJustInfo(),Incorrect system behaviour or safety-function failure originating in isJustInfo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,37
FMEA-2345,captureValues,Incorrect return value in captureValues(),Incorrect system behaviour or safety-function failure originating in captureValues (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4019
FMEA-2346,captureValues,Unhandled error in captureValues(),Incorrect system behaviour or safety-function failure originating in captureValues (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4019
FMEA-8466,isOk,Unhandled error in isOk(),Incorrect system behaviour or safety-function failure originating in isOk (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,36
FMEA-8465,isOk,Incorrect return value in isOk(),Incorrect system behaviour or safety-function failure originating in isOk (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,36
FMEA-8464,ResultWas,Exception propagation in ResultWas(),Incorrect system behaviour or safety-function failure originating in ResultWas (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,14
FMEA-8463,ResultWas,Memory leak in ResultWas(),Incorrect system behaviour or safety-function failure originating in ResultWas (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,14
FMEA-8461,ResultWas,Incorrect initialisation in ResultWas(),Incorrect system behaviour or safety-function failure originating in ResultWas (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_result_type.hpp,14
FMEA-2349,Counts,Incorrect initialisation in Counts(),Incorrect system behaviour or safety-function failure originating in Counts (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4100
FMEA-2351,Counts,Memory leak in Counts(),Incorrect system behaviour or safety-function failure originating in Counts (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,4100
FMEA-8458,seedRng,Unhandled error in seedRng(),Incorrect system behaviour or safety-function failure originating in seedRng (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,157
FMEA-8457,seedRng,Incorrect return value in seedRng(),Incorrect system behaviour or safety-function failure originating in seedRng (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_run_context.hpp,157
FMEA-8502,gamma,Unhandled error in gamma(),Incorrect system behaviour or safety-function failure originating in gamma (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_random_floating_point_helpers.hpp,29
FMEA-2316,MessageStream,Exception propagation in MessageStream(),Incorrect system behaviour or safety-function failure originating in MessageStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3962
FMEA-2317,MessageBuilder,Incorrect initialisation in MessageBuilder(),Incorrect system behaviour or safety-function failure originating in MessageBuilder (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3973
FMEA-8514,writeToDebugConsole,Unhandled error in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,39
FMEA-8513,writeToDebugConsole,Incorrect return value in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,39
FMEA-2319,MessageBuilder,Memory leak in MessageBuilder(),Incorrect system behaviour or safety-function failure originating in MessageBuilder (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3973
FMEA-2320,MessageBuilder,Exception propagation in MessageBuilder(),Incorrect system behaviour or safety-function failure originating in MessageBuilder (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3973
FMEA-8510,writeToDebugConsole,Unhandled error in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,31
FMEA-8509,writeToDebugConsole,Incorrect return value in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,31
FMEA-2321,CATCH_MOVE,Incorrect return value in CATCH_MOVE(),Incorrect system behaviour or safety-function failure originating in CATCH_MOVE (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3982
FMEA-2322,CATCH_MOVE,Unhandled error in CATCH_MOVE(),Incorrect system behaviour or safety-function failure originating in CATCH_MOVE (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3982
FMEA-8506,writeToDebugConsole,Unhandled error in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,23
FMEA-8505,writeToDebugConsole,Incorrect return value in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debug_console.cpp,23
FMEA-2325,ScopedMessage,Incorrect initialisation in ScopedMessage(),Incorrect system behaviour or safety-function failure originating in ScopedMessage (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3988
FMEA-2751,UnaryExpr,Memory leak in UnaryExpr(),Incorrect system behaviour or safety-function failure originating in UnaryExpr (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,5395
FMEA-8501,gamma,Incorrect return value in gamma(),Incorrect system behaviour or safety-function failure originating in gamma (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_random_floating_point_helpers.hpp,29
FMEA-2327,ScopedMessage,Memory leak in ScopedMessage(),Incorrect system behaviour or safety-function failure originating in ScopedMessage (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3988
FMEA-2328,ScopedMessage,Exception propagation in ScopedMessage(),Incorrect system behaviour or safety-function failure originating in ScopedMessage (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3988
FMEA-8498,isDebuggerActive,Unhandled error in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debugger.hpp,14
FMEA-8497,isDebuggerActive,Incorrect return value in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_debugger.hpp,14
FMEA-2329,ScopedMessage,Incorrect return value in ScopedMessage(),Incorrect system behaviour or safety-function failure originating in ScopedMessage (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3990
FMEA-2330,ScopedMessage,Unhandled error in ScopedMessage(),Incorrect system behaviour or safety-function failure originating in ScopedMessage (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3990
FMEA-8494,throw_test_skip_exception,Unhandled error in throw_test_skip_exception(),Incorrect system behaviour or safety-function failure originating in throw_test_skip_exception (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_failure_exception.cpp,23
FMEA-8493,throw_test_skip_exception,Incorrect return value in throw_test_skip_exception(),Incorrect system behaviour or safety-function failure originating in throw_test_skip_exception (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_failure_exception.cpp,23
FMEA-2333,Capturer,Incorrect initialisation in Capturer(),Incorrect system behaviour or safety-function failure originating in Capturer (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3999
FMEA-8490,throw_test_failure_exception,Unhandled error in throw_test_failure_exception(),Incorrect system behaviour or safety-function failure originating in throw_test_failure_exception (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_failure_exception.cpp,15
